recency,frequency,monetary_value,r_score,f_score,m_score,rfm_class,total_score,customer_title,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,owns_car,tenure,age,age_class,address,postcode,state,country,property_valuation,customer_segment
2.0,5,2058.7,1,2,2,122,5,silver,Male,35,1975-06-27,Health,Mass Customer,1,4.0,46.93459571481296,50,2836 Morning Drive,2304,NSW,Australia,7,Becoming Loyal
0.0,3,1396.6200000000003,1,4,4,144,9,silver,Female,37,1976-12-19,Financial Services,Mass Customer,1,17.0,45.45338802403217,50,99 Cascade Crossing,2048,NSW,Australia,12,Evasive
71.0,5,940.36,3,2,4,324,9,basic,Male,59,1997-07-28,Financial Services,Mass Customer,0,5.0,24.847899889436658,20,5 Lyons Alley,2216,NSW,Australia,10,Evasive
94.0,3,1606.99,4,4,4,444,12,basic,Female,57,1995-08-31,IT,High Net Worth,0,2.0,26.75622107330765,30,96910 Sugar Point,4352,QLD,Australia,7,Lost
62.0,10,3551.2400000000002,3,1,3,313,7,basic,Female,29,1974-10-21,Health,Mass Customer,0,12.0,47.616334559553096,50,558 Maple Court,2557,NSW,Australia,9,Average
7.0,6,2244.1899999999996,1,3,2,132,6,silver,Female,55,1978-09-18,Manufacturing,Mass Customer,1,17.0,43.706603353573506,40,76 Hanson Junction,2147,NSW,Australia,9,Recent
20.0,7,5428.9400000000005,2,3,1,231,6,bronze,Male,53,1971-03-16,Health,Affluent Customer,1,7.0,51.21668227374298,50,3 Sheridan Park,2548,NSW,Australia,8,Recent
15.0,5,1478.67,1,2,4,124,7,silver,Male,60,1962-05-16,Manufacturing,Mass Customer,1,10.0,60.0491702782879,60,40545 Forster Point,2262,NSW,Australia,7,Average
42.0,8,2431.6,2,1,2,212,5,bronze,Male,88,1987-07-03,Financial Services,Mass Customer,0,14.0,34.91792186114039,30,8425 Jackson Terrace,2763,NSW,Australia,9,Becoming Loyal
37.0,5,2073.8100000000004,2,2,2,222,6,bronze,Female,60,1954-07-17,Argiculture,High Net Worth,1,5.0,67.87958431827504,70,8234 Riverside Park,2481,NSW,Australia,9,Recent
8.0,6,812.72,1,3,4,134,8,silver,Male,25,1959-02-10,Retail,High Net Worth,1,5.0,63.310017523611215,60,4535 Daystar Parkway,2072,NSW,Australia,12,High Risk
81.0,4,2967.8,3,4,3,343,10,basic,Male,90,1969-02-15,Health,High Net Worth,0,9.0,53.29475369204726,50,95 Fallview Avenue,3155,VIC,Australia,8,Losing
12.0,3,541.3299999999999,1,4,4,144,9,silver,Male,91,1966-05-19,Entertainment,High Net Worth,1,16.0,56.04087442005673,60,75826 Bellgrove Trail,3095,VIC,Australia,10,Evasive
39.0,8,5678.4,2,1,1,211,4,bronze,Male,29,1954-08-25,Financial Services,Affluent Customer,1,5.0,67.77280594500249,70,8179 Veith Pass,2577,NSW,Australia,7,Very Loyal
50.0,9,5027.49,3,1,1,311,5,basic,Male,42,1987-12-25,Property,Mass Customer,0,7.0,34.4387881349174,30,5 Maple Parkway,2160,NSW,Australia,9,Becoming Loyal
10.0,5,3763.9199999999996,1,2,3,123,6,silver,Female,46,1970-10-27,Financial Services,Affluent Customer,1,19.0,51.59998925472137,50,0 Carey Drive,4110,QLD,Australia,4,Recent
7.0,5,2400.83,1,2,2,122,5,silver,Female,66,1968-12-28,Health,Mass Customer,0,13.0,53.4289111353897,50,1 Moose Avenue,2017,NSW,Australia,8,Becoming Loyal
16.0,8,4659.0,1,1,1,111,3,gold,Male,36,1977-11-30,Health,High Net Worth,0,11.0,44.506072199614145,40,02 Bartelt Center,2745,NSW,Australia,8,Platinum
11.0,4,3996.6,1,4,3,143,8,silver,Male,25,1986-11-29,Entertainment,Mass Customer,0,10.0,35.50930977464991,40,16420 Veith Crossing,4214,QLD,Australia,7,High Risk
76.0,3,1295.96,3,4,4,344,11,basic,Female,90,1996-07-20,Manufacturing,High Net Worth,1,1.0,25.86913920304337,30,81310 Charing Cross Plaza,3805,VIC,Australia,7,Inactive
55.0,3,976.24,3,4,4,344,11,basic,Female,16,1972-08-04,IT,Affluent Customer,1,16.0,49.82856342119981,50,37430 Merrick Center,2770,NSW,Australia,6,Inactive
106.0,8,4618.110000000001,4,1,1,411,6,basic,Male,67,1990-02-20,Financial Services,Mass Customer,0,4.0,32.281317413410456,30,6046 Sheridan Way,2322,NSW,Australia,3,Recent
32.0,6,2215.5600000000004,2,3,2,232,7,bronze,Male,18,1956-05-01,Health,Mass Customer,1,8.0,66.08899313570456,70,537 Packers Street,4562,QLD,Australia,5,Average
1.0,5,4928.8,1,2,1,121,4,silver,Female,66,1966-10-31,Property,Mass Customer,0,15.0,55.589119763903625,60,4 Lillian Plaza,2283,NSW,Australia,6,Very Loyal
10.0,10,4034.46,1,1,3,113,5,silver,Female,49,1998-12-08,Health,Mass Customer,0,4.0,23.48442219995638,20,70836 Colorado Plaza,2571,NSW,Australia,11,Becoming Loyal
11.0,4,502.12,1,4,4,144,9,silver,Male,48,1964-01-16,Retail,High Net Worth,0,14.0,58.37904700402492,60,15 Emmet Street,2233,NSW,Australia,10,Evasive
30.0,6,7109.4,2,3,1,231,6,bronze,Male,44,1990-01-06,Financial Services,High Net Worth,1,5.0,32.40452322872494,30,8 Dottie Court,3480,VIC,Australia,1,Recent
175.0,3,2145.83,4,4,2,442,10,basic,Female,31,1987-02-15,IT,Mass Customer,1,10.0,35.295753028104805,40,18939 Upham Hill,3551,VIC,Australia,3,Losing
146.0,5,3243.2999999999997,4,2,3,423,9,basic,Female,83,1979-12-11,Financial Services,Mass Customer,1,5.0,42.47728310743566,40,4222 Porter Lane,3136,VIC,Australia,9,Evasive
39.0,6,5201.39,2,3,1,231,6,bronze,Male,76,1970-03-01,Retail,High Net Worth,1,13.0,52.257086936398615,50,1721 Nobel Junction,2753,NSW,Australia,8,Recent
61.0,8,4581.459999999999,3,1,1,311,5,basic,Female,22,1961-05-20,IT,Mass Customer,0,14.0,61.037554707810756,60,6 Morning Drive,2232,NSW,Australia,9,Becoming Loyal
59.0,9,3588.63,3,1,3,313,7,basic,Male,12,1964-07-13,Manufacturing,High Net Worth,1,15.0,57.888961649773975,60,51 Londonderry Trail,2153,NSW,Australia,10,Average
12.0,6,3777.53,1,3,3,133,7,silver,Female,31,1979-11-09,Health,Mass Customer,0,11.0,42.564896131659296,40,4033 Hermina Road,2304,NSW,Australia,7,Average
14.0,6,1857.27,1,3,2,132,6,silver,Male,65,1976-11-20,Manufacturing,Mass Customer,1,11.0,45.532787327234836,50,37 Banding Avenue,2567,NSW,Australia,9,Recent
34.0,8,2164.08,2,1,2,212,5,bronze,Female,38,1978-02-18,Manufacturing,Mass Customer,1,7.0,44.28703963905507,40,8080 Victoria Plaza,4217,QLD,Australia,11,Becoming Loyal
11.0,8,4227.84,1,1,1,111,3,gold,Male,2,1953-12-30,Retail,Mass Customer,0,14.0,68.42442781266575,70,14254 Hallows Parkway,4615,QLD,Australia,1,Platinum
20.0,10,7212.170000000001,2,1,1,211,4,bronze,Male,67,1931-10-23,Retail,Affluent Customer,0,6.0,90.6124261973006,90,78 Glacier Hill Drive,2026,NSW,Australia,10,Very Loyal
87.0,5,2934.4399999999996,3,2,3,323,8,basic,Male,69,1956-03-17,IT,Mass Customer,0,5.0,66.21219895101903,70,76 Londonderry Park,2777,NSW,Australia,9,High Risk
15.0,8,3489.96,1,1,3,113,5,silver,Female,41,1963-08-20,Health,Mass Customer,1,6.0,58.786995148066204,60,68861 School Hill,2199,NSW,Australia,9,Becoming Loyal
23.0,8,5073.2699999999995,2,1,1,211,4,bronze,Male,7,1975-08-05,Financial Services,Mass Customer,1,4.0,46.8278173415404,50,09 Bartelt Lane,2190,NSW,Australia,8,Very Loyal
3.0,11,7321.5,1,1,1,111,3,gold,Male,61,1965-08-27,Health,High Net Worth,1,19.0,56.766419776908684,60,29639 Porter Center,4221,QLD,Australia,8,Platinum
54.0,3,2965.7599999999998,3,4,3,343,10,basic,Female,69,1978-02-10,Health,Mass Customer,1,10.0,44.308942895110974,40,5811 Moulton Drive,2766,NSW,Australia,8,Losing
61.0,6,3970.03,3,3,3,333,9,basic,Male,98,1978-10-10,Manufacturing,Mass Customer,0,3.0,43.646369399419754,40,80027 Ryan Terrace,3551,VIC,Australia,3,Evasive
25.0,9,6411.76,2,1,1,211,4,bronze,Male,60,1956-10-03,Financial Services,Mass Customer,1,8.0,65.66461754962134,70,8 Kingsford Hill,3429,VIC,Australia,6,Very Loyal
1.0,9,8953.17,1,1,1,111,3,gold,Female,30,1973-10-23,Health,Affluent Customer,0,11.0,48.61019480308992,50,8044 Emmet Hill,3150,VIC,Australia,9,Platinum
64.0,5,3269.12,3,2,3,323,8,basic,Female,71,1967-01-21,Financial Services,Mass Customer,0,5.0,55.36461138933057,60,2 Riverside Trail,2154,NSW,Australia,11,High Risk
46.0,10,8210.3,3,1,1,311,5,basic,Male,25,1973-11-30,Manufacturing,Mass Customer,0,13.0,48.50615433682436,50,98 Esker Junction,2192,NSW,Australia,10,Becoming Loyal
89.0,3,1140.1499999999996,4,4,4,444,12,basic,Male,34,1980-07-06,Retail,Affluent Customer,0,11.0,41.90779844998205,40,9984 Pankratz Road,2145,NSW,Australia,10,Lost
87.0,4,3025.3300000000004,3,4,3,343,10,basic,Male,33,1965-04-20,Financial Services,Mass Customer,1,11.0,57.1196097808102,60,324 Mifflin Road,2290,NSW,Australia,7,Losing
69.0,8,4706.86,3,1,1,311,5,basic,Female,51,1984-12-08,Argiculture,Mass Customer,1,9.0,37.483340726688624,40,282 West Trail,4005,QLD,Australia,5,Becoming Loyal
1.0,10,4842.2,1,1,1,111,3,gold,Male,36,1964-12-13,Manufacturing,Mass Customer,0,8.0,57.47006187770473,60,08260 Jay Court,3191,VIC,Australia,11,Platinum
61.0,4,2083.73,3,4,2,342,9,basic,Male,9,1994-08-18,Financial Services,Affluent Customer,0,6.0,27.791149921949305,30,12 6th Hill,4810,QLD,Australia,2,Evasive
10.0,6,1246.11,1,3,4,134,8,silver,Male,55,1966-04-24,Manufacturing,Mass Customer,0,15.0,56.10932209523144,60,1 Monica Street,2100,NSW,Australia,9,High Risk
89.0,4,3908.8,4,4,3,443,11,basic,Male,89,1981-04-06,Financial Services,Mass Customer,1,13.0,41.157611930067205,40,0272 Pankratz Hill,2031,NSW,Australia,10,Inactive
23.0,5,1267.6799999999998,2,2,4,224,8,bronze,Male,54,1977-08-30,Manufacturing,Affluent Customer,1,14.0,44.75795964425709,40,2 North Crossing,3111,VIC,Australia,11,High Risk
11.0,4,2066.0299999999997,1,4,2,142,7,silver,Female,84,1978-03-22,Manufacturing,Mass Customer,1,13.0,44.19942661483144,40,345 Dovetail Avenue,4305,QLD,Australia,5,Average
46.0,9,3516.0000000000005,3,1,3,313,7,basic,Female,51,1981-04-21,Financial Services,High Net Worth,0,7.0,41.11654332496238,40,56045 Express Avenue,2176,NSW,Australia,9,Average
80.0,9,1830.72,3,1,2,312,6,basic,Male,47,1972-08-01,Argiculture,Mass Customer,0,19.0,49.836777142220775,50,760 Forest Dale Place,3068,VIC,Australia,12,Recent
58.0,6,5391.71,3,3,1,331,7,basic,Male,42,1995-04-08,Retail,Affluent Customer,1,7.0,27.15321758932098,30,99 Wayridge Place,2263,NSW,Australia,8,Average
130.0,2,96.62,4,4,4,444,12,basic,Female,41,2001-10-31,Financial Services,Affluent Customer,0,1.0,20.58771658656254,20,5 Dahle Trail,2117,NSW,Australia,10,Lost
20.0,8,2952.0099999999998,2,1,3,213,6,bronze,Male,13,1961-06-27,Financial Services,High Net Worth,0,12.0,60.9335142415452,60,62215 Delaware Plaza,4118,QLD,Australia,3,Recent
210.0,2,93.00999999999999,4,4,4,444,12,basic,Female,15,1979-07-28,Financial Services,Mass Customer,0,14.0,42.8496384603861,40,00 Evergreen Center,3850,VIC,Australia,4,Lost
95.0,3,847.22,4,4,4,444,12,basic,Male,31,1993-07-13,Financial Services,Mass Customer,0,4.0,28.889050631751697,30,80 Maple Avenue,2536,NSW,Australia,4,Lost
25.0,6,2121.61,2,3,2,232,7,bronze,Female,65,1974-09-25,Manufacturing,Mass Customer,1,16.0,47.687520141734794,50,43 Jana Way,3750,VIC,Australia,7,Average
72.0,5,2946.73,3,2,3,323,8,basic,Male,91,1977-05-13,Financial Services,Mass Customer,0,18.0,45.05639150801884,50,195 Knutson Place,4019,QLD,Australia,8,High Risk
27.0,2,165.57999999999998,2,4,4,244,10,bronze,Female,99,1967-04-07,Manufacturing,High Net Worth,1,11.0,55.156530456799445,60,9 Melby Park,2197,NSW,Australia,10,Losing
23.0,8,2646.67,2,1,2,212,5,bronze,Male,89,1963-04-18,Health,High Net Worth,0,13.0,59.12649561693278,60,4 Vahlen Junction,2227,NSW,Australia,10,Becoming Loyal
145.0,5,1896.39,4,2,2,422,8,basic,Male,12,1977-11-27,Health,Affluent Customer,1,4.0,44.51428592063511,40,7101 Gulseth Hill,2293,NSW,Australia,9,High Risk
74.0,6,3894.5099999999998,3,3,3,333,9,basic,Female,95,1987-11-05,Manufacturing,Affluent Customer,0,12.0,34.57568348526683,30,08 Vidon Center,2143,NSW,Australia,5,Evasive
79.0,3,1364.06,3,4,4,344,11,basic,Male,40,1977-03-16,Financial Services,Mass Customer,1,22.0,45.215190114424175,50,36 Helena Drive,4305,QLD,Australia,1,Inactive
24.0,10,5070.620000000001,2,1,1,211,4,bronze,Female,50,1984-08-31,Retail,Affluent Customer,0,16.0,37.75439352038049,40,20554 Orin Place,3630,VIC,Australia,1,Very Loyal
16.0,6,2271.9300000000003,1,3,2,132,6,silver,Female,16,1975-04-22,Retail,Mass Customer,1,14.0,47.1152975772742,50,3903 Messerschmidt Park,2164,NSW,Australia,8,Recent
42.0,5,2438.84,2,2,2,222,6,bronze,Male,70,1955-12-16,Manufacturing,High Net Worth,0,11.0,66.46408639566198,70,64 Muir Lane,2148,NSW,Australia,8,Recent
5.0,9,5580.570000000001,1,1,1,111,3,gold,Female,5,1974-01-14,Argiculture,Affluent Customer,1,21.0,48.382948521509874,50,06495 Swallow Terrace,2759,NSW,Australia,9,Platinum
19.0,8,5070.24,2,1,1,211,4,bronze,Male,65,1961-12-28,IT,Mass Customer,0,12.0,60.42973935225931,60,033 Loftsgordon Center,2150,NSW,Australia,8,Very Loyal
49.0,6,4457.4800000000005,3,3,1,331,7,basic,Female,10,1984-02-05,IT,High Net Worth,1,13.0,38.3238781778341,40,80 Scofield Alley,3121,VIC,Australia,10,Average
2.0,6,4423.8,1,3,1,131,5,silver,Female,12,1998-12-26,Entertainment,Mass Customer,0,4.0,23.43513987383059,20,50851 Vahlen Avenue,2567,NSW,Australia,7,Becoming Loyal
72.0,8,5907.35,3,1,1,311,5,basic,Male,77,1985-02-12,Financial Services,Affluent Customer,1,20.0,37.30263886422738,40,88 Bay Drive,4305,QLD,Australia,3,Becoming Loyal
143.0,1,144.26,4,4,4,444,12,basic,Female,79,1998-11-27,Manufacturing,High Net Worth,0,1.0,23.514539177033257,20,0 Thompson Road,3183,VIC,Australia,8,Lost
58.0,7,2862.3300000000004,3,3,3,333,9,basic,Male,66,1982-09-21,Manufacturing,Affluent Customer,0,4.0,39.69830749534233,40,99 Elka Street,4350,QLD,Australia,4,Evasive
13.0,9,2201.86,1,1,2,112,4,silver,Male,30,1980-09-24,Financial Services,High Net Worth,0,20.0,41.688765889422974,40,2699 Crest Line Way,4869,QLD,Australia,4,Very Loyal
27.0,6,3184.33,2,3,3,233,8,bronze,Male,2,1993-01-09,Financial Services,High Net Worth,0,4.0,29.39556342804457,30,6 Melody Trail,2145,NSW,Australia,9,High Risk
263.0,3,698.81,4,4,4,444,12,basic,Male,24,1976-11-17,Manufacturing,High Net Worth,0,13.0,45.5410010482558,50,90 New Castle Trail,2137,NSW,Australia,9,Lost
82.0,4,1186.4099999999999,3,4,4,344,11,basic,Female,1,1992-02-10,Health,High Net Worth,0,7.0,30.31002436837873,30,2570 Wayridge Park,2093,NSW,Australia,9,Inactive
88.0,3,798.6200000000001,3,4,4,344,11,basic,Female,24,1973-10-12,Financial Services,Mass Customer,0,20.0,48.6403117801668,50,70 Old Gate Street,2354,NSW,Australia,3,Inactive
125.0,5,2256.3100000000004,4,2,2,422,8,basic,Male,80,1958-11-15,Manufacturing,Mass Customer,0,17.0,63.54821543321922,60,3 Magdeline Terrace,2190,NSW,Australia,10,High Risk
25.0,6,3627.169999999999,2,3,3,233,8,bronze,Female,30,1976-08-29,Manufacturing,Mass Customer,0,17.0,45.76003360881489,50,36744 Birchwood Center,4019,QLD,Australia,3,High Risk
96.0,5,3498.8600000000006,4,2,3,423,9,basic,Male,6,1985-07-25,Retail,Affluent Customer,0,14.0,36.85636002208826,40,68 Chinook Street,4814,QLD,Australia,2,Evasive
143.0,2,304.07,4,4,4,444,12,basic,Male,10,1977-01-24,IT,High Net Worth,1,22.0,45.35482337178058,50,0 Valley Edge Plaza,3201,VIC,Australia,6,Lost
18.0,6,1813.12,1,3,2,132,6,silver,Female,48,1979-08-26,Manufacturing,Mass Customer,1,18.0,42.77023915718343,40,8 Starling Trail,2282,NSW,Australia,8,Recent
9.0,7,3828.74,1,3,3,133,7,silver,Male,34,1985-02-14,Financial Services,Affluent Customer,0,16.0,37.297163050213406,40,3 Crest Line Plaza,2223,NSW,Australia,10,Average
75.0,10,6646.0,3,1,1,311,5,basic,Female,29,1996-12-15,Retail,Affluent Customer,1,2.0,25.463928966009075,30,0601 Stephen Place,2292,NSW,Australia,7,Becoming Loyal
39.0,5,2415.0899999999997,2,2,2,222,6,bronze,Male,62,1964-07-01,Health,Mass Customer,0,11.0,57.921816533857836,60,00 Mockingbird Junction,2141,NSW,Australia,9,Recent
4.0,8,2892.76,1,1,3,113,5,silver,Female,69,1978-04-28,Manufacturing,Affluent Customer,1,14.0,44.09812405557286,40,37817 Burning Wood Circle,2126,NSW,Australia,11,Becoming Loyal
123.0,6,3819.0,4,3,3,433,10,basic,Female,3,1968-09-29,Manufacturing,Mass Customer,1,14.0,53.67532276601866,50,79 Arkansas Drive,3008,VIC,Australia,10,Losing
1.0,10,4778.33,1,1,1,111,3,gold,Female,97,1989-01-30,Financial Services,High Net Worth,1,9.0,33.33814951810802,30,57 Gulseth Terrace,2099,NSW,Australia,10,Platinum
22.0,7,4248.67,2,3,1,231,6,bronze,Male,99,1955-05-12,Financial Services,Affluent Customer,1,16.0,67.06095012318548,70,52737 Morningstar Crossing,2250,NSW,Australia,3,Recent
18.0,5,2785.9800000000005,1,2,2,122,5,silver,Female,35,1973-08-20,Financial Services,High Net Worth,0,18.0,48.78542085153718,50,866 Rockefeller Junction,2171,NSW,Australia,9,Becoming Loyal
6.0,7,3815.93,1,3,3,133,7,silver,Female,8,1997-05-27,Financial Services,Mass Customer,0,2.0,25.017650123869945,30,414 Kensington Lane,3076,VIC,Australia,8,Average
21.0,4,2277.96,2,4,2,242,8,bronze,Female,51,1973-10-20,Financial Services,Mass Customer,0,19.0,48.61840852411088,50,81 Holy Cross Alley,2077,NSW,Australia,8,High Risk
21.0,3,1691.8100000000002,2,4,4,244,10,bronze,Female,22,1988-05-20,Financial Services,High Net Worth,0,5.0,34.03631580489009,30,1 Loomis Parkway,3156,VIC,Australia,9,Losing
85.0,6,3239.48,3,3,3,333,9,basic,Male,68,1978-12-31,Manufacturing,Mass Customer,0,8.0,43.4218610248467,40,92344 Oakridge Drive,4873,QLD,Australia,4,Evasive
95.0,6,2893.2,4,3,3,433,10,basic,Female,50,1986-02-20,Financial Services,Mass Customer,0,3.0,36.28139955062067,40,845 Talisman Pass,4210,QLD,Australia,7,Losing
66.0,6,1746.5500000000002,3,3,4,334,10,basic,Female,96,1999-11-11,Manufacturing,High Net Worth,0,3.0,22.559009631594268,20,1899 Manley Court,4551,QLD,Australia,7,Losing
122.0,6,2795.75,4,3,2,432,9,basic,Female,48,1960-04-19,Manufacturing,Mass Customer,0,10.0,62.1217658825782,60,80932 5th Street,2754,NSW,Australia,8,Evasive
31.0,4,2189.57,2,4,2,242,8,bronze,Male,66,1992-07-28,Retail,Mass Customer,1,7.0,29.847318084197674,30,018 Erie Point,2767,NSW,Australia,9,High Risk
123.0,3,2119.72,4,4,2,442,10,basic,Male,21,1979-11-21,Health,High Net Worth,1,17.0,42.532041247575435,40,246 Norway Maple Trail,3810,VIC,Australia,2,Losing
45.0,4,492.7399999999999,2,4,4,244,10,bronze,Female,83,1977-10-23,Health,Mass Customer,0,18.0,44.61011266587971,40,2 Autumn Leaf Plaza,2137,NSW,Australia,8,Losing
68.0,4,945.1599999999999,3,4,4,344,11,basic,Female,24,1998-04-04,Health,Mass Customer,1,1.0,24.16342313768953,20,808 Starling Place,2173,NSW,Australia,9,Inactive
197.0,2,566.34,4,4,4,444,12,basic,Female,1,1989-09-22,Financial Services,Mass Customer,0,16.0,32.694741371465724,30,786 Bonner Drive,2340,NSW,Australia,4,Lost
50.0,5,1633.6100000000001,3,2,4,324,9,basic,Female,12,1962-03-21,Health,Mass Customer,0,14.0,60.20249307067926,60,7175 Orin Junction,2088,NSW,Australia,12,Evasive
48.0,3,2154.13,3,4,2,342,9,basic,Male,60,1959-12-23,Manufacturing,Mass Customer,0,14.0,62.44483890940285,60,8208 Lotheville Street,3805,VIC,Australia,8,Evasive
27.0,6,5081.3,2,3,1,231,6,bronze,Female,47,1974-07-06,Manufacturing,Mass Customer,1,22.0,47.90929060930086,50,25689 Eastlawn Crossing,2067,NSW,Australia,11,Recent
53.0,3,945.8499999999998,3,4,4,344,11,basic,Female,71,1957-01-10,Manufacturing,Mass Customer,0,15.0,65.39356475592948,70,44 Lakewood Gardens Pass,2122,NSW,Australia,10,Inactive
16.0,5,2328.9300000000003,1,2,2,122,5,silver,Male,38,1992-04-08,Financial Services,Mass Customer,1,6.0,30.151225761973397,30,87 Twin Pines Plaza,3976,VIC,Australia,5,Becoming Loyal
40.0,6,3028.8399999999997,2,3,3,233,8,bronze,Female,17,1973-12-21,Manufacturing,Mass Customer,0,11.0,48.448658289677596,50,65 Sachtjen Park,2067,NSW,Australia,11,High Risk
43.0,5,2558.04,2,2,2,222,6,bronze,Male,7,1975-07-17,Manufacturing,Affluent Customer,1,5.0,46.87983757467318,50,84 Loomis Pass,2000,NSW,Australia,12,Recent
3.0,9,4381.4800000000005,1,1,1,111,3,gold,Female,12,1977-01-06,Financial Services,High Net Worth,0,16.0,45.40410569790638,50,58047 Westport Road,2040,NSW,Australia,12,Platinum
33.0,5,2925.75,2,2,3,223,7,bronze,Male,41,1981-07-24,Financial Services,Mass Customer,1,7.0,40.859180066305456,40,59000 American Center,2530,NSW,Australia,8,Average
328.0,1,802.26,4,4,4,444,12,basic,Female,67,1974-10-23,Health,High Net Worth,0,17.0,47.61085874553912,50,659 Scofield Street,3175,VIC,Australia,5,Lost
23.0,6,5811.300000000001,2,3,1,231,6,bronze,Female,91,1990-02-17,Manufacturing,Affluent Customer,0,9.0,32.28953113443142,30,388 Weeping Birch Plaza,2156,NSW,Australia,11,Recent
9.0,4,4137.780000000001,1,4,1,141,6,silver,Female,97,1977-02-27,Financial Services,Affluent Customer,1,12.0,45.26173453354298,50,09413 Holmberg Terrace,4127,QLD,Australia,3,Recent
4.0,4,1454.6100000000001,1,4,4,144,9,silver,Male,92,1998-12-25,Financial Services,Mass Customer,1,1.0,23.437877780837578,20,177 Sheridan Trail,2759,NSW,Australia,8,Evasive
49.0,8,4014.42,3,1,3,313,7,basic,Female,90,1996-05-07,Health,Affluent Customer,0,5.0,26.071744321560523,30,1 Oriole Alley,4171,QLD,Australia,11,Average
79.0,5,1378.3899999999999,3,2,4,324,9,basic,Female,93,1957-12-14,Health,Mass Customer,1,20.0,64.46815218756736,60,8925 Ryan Trail,2073,NSW,Australia,11,Evasive
12.0,6,4600.24,1,3,1,131,5,silver,Male,84,2001-01-22,Financial Services,High Net Worth,1,2.0,21.359806362533302,20,77 Nova Junction,3218,VIC,Australia,8,Becoming Loyal
149.0,6,2506.2700000000004,4,3,2,432,9,basic,Male,58,1981-05-31,Manufacturing,Affluent Customer,0,6.0,41.007027044682836,40,43 Esker Pass,2228,NSW,Australia,8,Evasive
11.0,5,1883.5900000000001,1,2,2,122,5,silver,Male,4,1973-04-20,Financial Services,Affluent Customer,0,11.0,49.11944550638978,50,205 Melody Circle,4207,QLD,Australia,4,Becoming Loyal
17.0,11,8366.149999999998,1,1,1,111,3,gold,Male,30,1977-11-30,Retail,Mass Customer,0,14.0,44.506072199614145,40,44997 Anniversary Way,4114,QLD,Australia,3,Platinum
18.0,4,722.3,1,4,4,144,9,silver,Male,37,1973-04-07,Financial Services,Mass Customer,0,3.0,49.15503829748064,50,3 Washington Plaza,3199,VIC,Australia,7,Evasive
7.0,8,3225.92,1,1,3,113,5,silver,Male,85,1968-04-22,Manufacturing,Mass Customer,1,9.0,54.113387887136824,50,285 Aberg Point,2192,NSW,Australia,10,Becoming Loyal
72.0,4,1768.44,3,4,4,344,11,basic,Female,33,1990-04-02,Financial Services,Mass Customer,1,9.0,32.16906322612393,30,4 Sachtjen Avenue,4210,QLD,Australia,10,Inactive
41.0,4,1966.08,2,4,2,242,8,bronze,Male,27,1971-02-03,Financial Services,High Net Worth,0,15.0,51.32893646102951,50,6 Green Ridge Circle,4350,QLD,Australia,3,High Risk
38.0,6,3320.0899999999997,2,3,3,233,8,bronze,Male,94,1964-06-20,Financial Services,Affluent Customer,1,19.0,57.95193351093471,60,74251 Golden Leaf Lane,4413,QLD,Australia,3,High Risk
150.0,7,8330.09,4,3,1,431,8,basic,Male,93,1966-09-22,Manufacturing,Affluent Customer,1,8.0,55.69589813717618,60,2 Dwight Street,3187,VIC,Australia,11,High Risk
55.0,3,1727.32,3,4,4,344,11,basic,Male,59,1999-08-16,Financial Services,High Net Worth,0,2.0,22.797207541202265,20,511 Gulseth Plaza,3028,VIC,Australia,6,Inactive
2.0,6,2372.09,1,3,2,132,6,silver,Male,80,1989-09-05,Manufacturing,Affluent Customer,1,9.0,32.74128579058453,30,71801 Grover Point,2166,NSW,Australia,10,Recent
31.0,9,4730.32,2,1,1,211,4,bronze,Male,13,1978-01-13,Financial Services,High Net Worth,0,9.0,44.385604291306656,40,69 Hovde Plaza,2680,NSW,Australia,5,Very Loyal
97.0,4,1314.03,4,4,4,444,12,basic,Female,51,1973-12-24,Manufacturing,Mass Customer,0,3.0,48.44044456865663,50,3387 Warrior Court,2527,NSW,Australia,7,Lost
82.0,3,2129.34,3,4,2,342,9,basic,Male,60,1954-03-25,Manufacturing,Affluent Customer,0,17.0,68.19170571707173,70,7837 Derek Street,2147,NSW,Australia,9,Evasive
114.0,4,2521.5800000000004,4,4,2,442,10,basic,Female,66,1991-05-26,Retail,High Net Worth,0,9.0,31.021880190195745,30,00 Algoma Crossing,2141,NSW,Australia,7,Losing
140.0,4,1964.52,4,4,2,442,10,basic,Male,79,1979-06-25,Manufacturing,Mass Customer,0,13.0,42.93998939161672,40,341 Londonderry Point,4215,QLD,Australia,7,Losing
27.0,6,4284.210000000001,2,3,1,231,6,bronze,Male,72,1969-09-15,Entertainment,Mass Customer,0,10.0,52.71431740656569,50,2661 Di Loreto Point,4701,QLD,Australia,7,Recent
34.0,8,2838.7200000000003,2,1,3,213,6,bronze,Male,79,2000-09-24,Health,Mass Customer,0,1.0,21.68835520337192,20,036 Kedzie Terrace,2163,NSW,Australia,9,Recent
64.0,9,7263.66,3,1,1,311,5,basic,Female,26,1981-10-04,Retail,Mass Customer,1,16.0,40.662050761802284,40,49 Buhler Plaza,2650,NSW,Australia,2,Becoming Loyal
104.0,4,3050.76,4,4,3,443,11,basic,Female,74,1974-10-26,Retail,High Net Worth,1,16.0,47.60264502451815,50,3 Magdeline Way,4415,QLD,Australia,2,Inactive
