recency,frequency,monetary_value,r_score,f_score,m_score,rfm_class,total_score,customer_title,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,owns_car,tenure,age,age_class,address,postcode,state,country,property_valuation,customer_segment
12.0,8,2178.71,1,1,2,112,4,silver,Female,17,1991-11-25,Health,Mass Customer,0,9.0,30.520843207916847,30,392 Ridge Oak Road,4165,QLD,Australia,7,Very Loyal
0.0,9,2360.09,1,1,2,112,4,silver,Male,75,1989-03-04,Health,High Net Worth,1,7.0,33.2477985868774,30,289 Haas Street,2075,NSW,Australia,11,Very Loyal
17.0,8,2693.04,1,1,2,112,4,silver,Female,12,1977-06-07,Entertainment,Mass Customer,0,10.0,44.987943832844124,40,9695 Northland Pass,2450,NSW,Australia,7,Very Loyal
0.0,9,2738.8900000000003,1,1,2,112,4,silver,Female,71,1977-02-18,Argiculture,High Net Worth,0,17.0,45.28637569660587,50,84019 Porter Trail,2871,NSW,Australia,3,Very Loyal
17.0,8,2725.76,1,1,2,112,4,silver,Female,63,1999-02-24,Retail,Affluent Customer,1,3.0,23.27086545341128,20,98202 Holmberg Way,3149,VIC,Australia,10,Very Loyal
5.0,9,2488.9,1,1,2,112,4,silver,Female,62,1996-11-24,Financial Services,High Net Worth,1,1.0,25.52142501315583,30,36360 Coleman Trail,3850,VIC,Australia,3,Very Loyal
14.0,9,3532.3700000000003,1,1,3,113,5,silver,Male,12,1977-11-16,Manufacturing,Mass Customer,0,20.0,44.54440289771199,40,1075 Raven Place,4512,QLD,Australia,7,Becoming Loyal
15.0,9,3660.95,1,1,3,113,5,silver,Male,55,1984-08-18,Health,Affluent Customer,1,12.0,37.78998631147134,40,93 Lawn Park,3152,VIC,Australia,9,Becoming Loyal
8.0,9,3381.4100000000003,1,1,3,113,5,silver,Female,47,1979-08-30,Health,High Net Worth,1,22.0,42.75928752915548,40,15 Straubel Way,4680,QLD,Australia,2,Becoming Loyal
7.0,8,4054.5900000000006,1,1,3,113,5,silver,Female,55,1959-03-26,IT,High Net Worth,0,19.0,63.189549615303726,60,512 Forest Run Center,3188,VIC,Australia,11,Becoming Loyal
10.0,9,3286.3500000000004,1,1,3,113,5,silver,Female,58,1993-06-23,Financial Services,High Net Worth,0,2.0,28.943808771891465,30,11 Corscot Plaza,2710,NSW,Australia,1,Becoming Loyal
9.0,8,4113.78,1,1,3,113,5,silver,Male,36,1975-12-17,Entertainment,Affluent Customer,1,16.0,46.460937802603944,50,11035 Toban Lane,2770,NSW,Australia,8,Becoming Loyal
8.0,10,2921.76,1,1,3,113,5,silver,Female,2,1958-11-28,Manufacturing,Affluent Customer,1,6.0,63.51262264212837,60,7 Debs Point,2322,NSW,Australia,4,Becoming Loyal
3.0,8,3819.8099999999995,1,1,3,113,5,silver,Male,94,1979-07-27,Retail,High Net Worth,1,12.0,42.85237636739309,40,25 Ronald Regan Point,4035,QLD,Australia,7,Becoming Loyal
5.0,8,3406.16,1,1,3,113,5,silver,Male,27,1983-08-09,Manufacturing,Mass Customer,1,13.0,38.81670143909203,40,10 Pennsylvania Hill,2118,NSW,Australia,11,Becoming Loyal
15.0,8,3489.96,1,1,3,113,5,silver,Female,41,1963-08-20,Health,Mass Customer,1,6.0,58.786995148066204,60,68861 School Hill,2199,NSW,Australia,9,Becoming Loyal
16.0,9,3560.1799999999994,1,1,3,113,5,silver,Female,0,1959-05-11,Financial Services,Mass Customer,1,14.0,63.06360589298225,60,4658 Tennessee Street,3121,VIC,Australia,11,Becoming Loyal
10.0,10,4034.46,1,1,3,113,5,silver,Female,49,1998-12-08,Health,Mass Customer,0,4.0,23.48442219995638,20,70836 Colorado Plaza,2571,NSW,Australia,11,Becoming Loyal
10.0,8,3749.56,1,1,3,113,5,silver,Female,80,1978-11-17,Manufacturing,High Net Worth,1,8.0,43.542328933154195,40,60 Meadow Vale Hill,3032,VIC,Australia,5,Becoming Loyal
6.0,9,3817.1400000000003,1,1,3,113,5,silver,Male,27,1963-10-07,Manufacturing,Affluent Customer,1,19.0,58.655575611730754,60,227 Havey Trail,2795,NSW,Australia,6,Becoming Loyal
0.0,8,3660.4800000000005,1,1,3,113,5,silver,Male,51,1982-08-23,Manufacturing,Mass Customer,0,7.0,39.777706798545,40,5 Onsgard Plaza,3134,VIC,Australia,10,Becoming Loyal
5.0,12,3164.470000000001,1,1,3,113,5,silver,Female,37,1955-08-23,Financial Services,Mass Customer,1,6.0,66.77894570146566,70,4216 Annamark Pass,4300,QLD,Australia,4,Becoming Loyal
3.0,8,3500.44,1,1,3,113,5,silver,Male,58,1986-12-20,Manufacturing,Mass Customer,1,16.0,35.45181372750315,40,83 Ryan Hill,4551,QLD,Australia,8,Becoming Loyal
17.0,8,3463.54,1,1,3,113,5,silver,Male,18,1994-01-02,Financial Services,High Net Worth,0,7.0,28.415392719542684,30,78 Colorado Park,4105,QLD,Australia,8,Becoming Loyal
4.0,8,2892.76,1,1,3,113,5,silver,Female,69,1978-04-28,Manufacturing,Affluent Customer,1,14.0,44.09812405557286,40,37817 Burning Wood Circle,2126,NSW,Australia,11,Becoming Loyal
13.0,9,2924.4300000000007,1,1,3,113,5,silver,Female,20,1985-05-21,Financial Services,High Net Worth,0,2.0,37.03432397754251,40,96 Sundown Point,4220,QLD,Australia,9,Becoming Loyal
7.0,8,3225.92,1,1,3,113,5,silver,Male,85,1968-04-22,Manufacturing,Mass Customer,1,9.0,54.113387887136824,50,285 Aberg Point,2192,NSW,Australia,10,Becoming Loyal
17.0,8,3346.58,1,1,3,113,5,silver,Female,16,1967-09-07,Entertainment,High Net Worth,0,7.0,54.7376306847302,50,94 Vernon Parkway,2762,NSW,Australia,9,Becoming Loyal
8.0,11,3819.5299999999997,1,1,3,113,5,silver,Male,35,2001-11-30,Telecommunications,High Net Worth,1,1.0,20.505579376352888,20,7 Bartillon Circle,2260,NSW,Australia,8,Becoming Loyal
13.0,9,3939.73,1,1,3,113,5,silver,Female,32,1986-11-26,Financial Services,High Net Worth,0,6.0,35.51752349567087,40,382 Maywood Parkway,4127,QLD,Australia,6,Becoming Loyal
11.0,8,3960.56,1,1,3,113,5,silver,Male,3,1958-12-28,Property,Affluent Customer,1,16.0,63.43048543191871,60,7174 Thackeray Point,2153,NSW,Australia,10,Becoming Loyal
3.0,11,3682.730000000001,1,1,3,113,5,silver,Male,26,1959-05-01,Retail,High Net Worth,1,15.0,63.090984963052136,60,6 Graceland Court,4301,QLD,Australia,2,Becoming Loyal
0.0,9,3031.1799999999994,1,1,3,113,5,silver,Male,14,1977-09-10,Health,Affluent Customer,0,10.0,44.72784266718022,40,0 Gateway Road,3149,VIC,Australia,12,Becoming Loyal
16.0,9,3401.8500000000004,1,1,3,113,5,silver,Male,46,1961-07-03,Financial Services,Mass Customer,0,14.0,60.91708679950326,60,95530 Hallows Circle,4110,QLD,Australia,5,Becoming Loyal
7.0,8,3423.2000000000003,1,1,3,113,5,silver,Female,70,1978-02-02,Retail,High Net Worth,0,8.0,44.33084615116688,40,07623 Mandrake Trail,2093,NSW,Australia,11,Becoming Loyal
0.0,9,3796.5299999999997,1,1,3,113,5,silver,Female,43,1980-10-04,Manufacturing,Mass Customer,1,9.0,41.66138681935309,40,931 Rigney Terrace,3015,VIC,Australia,10,Becoming Loyal
12.0,9,3340.3499999999995,1,1,3,113,5,silver,Female,45,1980-08-25,Financial Services,High Net Worth,0,3.0,41.770903099632626,40,30 Redwing Pass,2112,NSW,Australia,11,Becoming Loyal
15.0,9,3754.1600000000008,1,1,3,113,5,silver,Male,94,1964-03-12,Property,Affluent Customer,0,15.0,58.22572421163356,60,09 Graceland Junction,3204,VIC,Australia,2,Becoming Loyal
18.0,8,3652.26,1,1,3,113,5,silver,Female,7,1978-07-30,IT,High Net Worth,1,21.0,43.843498703922926,40,25386 Fallview Place,2340,NSW,Australia,3,Becoming Loyal
17.0,10,3154.7799999999993,1,1,3,113,5,silver,Female,48,1996-10-29,Entertainment,Affluent Customer,1,6.0,25.592610595337533,30,54 Miller Parkway,3041,VIC,Australia,8,Becoming Loyal
15.0,8,3679.0,1,1,3,113,5,silver,Female,47,1969-01-18,Property,Mass Customer,1,12.0,53.371415088242934,50,1945 Loomis Alley,2871,NSW,Australia,1,Becoming Loyal
1.0,9,3474.5400000000004,1,1,3,113,5,silver,Female,74,2000-01-25,Retail,High Net Worth,1,1.0,22.353666606070128,20,02701 Talmadge Junction,3082,VIC,Australia,7,Becoming Loyal
3.0,8,4113.039999999999,1,1,3,113,5,silver,Male,8,1994-04-11,Health,High Net Worth,0,6.0,28.144339925850822,30,19 Green Ridge Avenue,3340,VIC,Australia,3,Becoming Loyal
16.0,8,3037.58,1,1,3,113,5,silver,Male,97,1990-07-08,Financial Services,Mass Customer,0,4.0,31.903486246446043,30,8802 Fisk Street,2234,NSW,Australia,10,Becoming Loyal
7.0,11,3018.09,1,1,3,113,5,silver,Female,93,1953-10-12,Health,Mass Customer,1,11.0,68.64072246621784,70,060 Morning Avenue,2016,NSW,Australia,10,Becoming Loyal
8.0,8,3879.1400000000003,1,1,3,113,5,silver,Female,99,1989-02-01,Financial Services,Mass Customer,1,12.0,33.33267370409404,30,9419 Homewood Way,2160,NSW,Australia,9,Becoming Loyal
11.0,8,4083.3599999999997,1,1,3,113,5,silver,Male,74,1994-09-10,Financial Services,Mass Customer,1,2.0,27.72817806078857,30,778 7th Parkway,2071,NSW,Australia,9,Becoming Loyal
11.0,8,3035.96,1,1,3,113,5,silver,Male,41,2001-04-22,Retail,High Net Worth,1,1.0,21.113394731904336,20,944 Becker Road,3162,VIC,Australia,11,Becoming Loyal
3.0,8,3889.3900000000003,1,1,3,113,5,silver,Female,37,1974-06-24,Retail,High Net Worth,1,18.0,47.94214549338472,50,0 Northport Court,4012,QLD,Australia,3,Becoming Loyal
14.0,8,3135.8700000000003,1,1,3,113,5,silver,Male,77,1981-12-21,Health,Mass Customer,0,18.0,40.44849401525718,40,8194 Sachtjen Drive,3844,VIC,Australia,1,Becoming Loyal
1.0,8,3921.0000000000005,1,1,3,113,5,silver,Male,67,1981-05-19,Financial Services,Mass Customer,1,17.0,41.0398819287667,40,0 Walton Court,2226,NSW,Australia,9,Becoming Loyal
4.0,9,3849.1899999999996,1,1,3,113,5,silver,Female,94,1968-07-28,Property,High Net Worth,0,6.0,53.847810907458936,50,399 Butterfield Crossing,4115,QLD,Australia,7,Becoming Loyal
4.0,11,3917.34,1,1,3,113,5,silver,Male,57,1967-08-07,Health,Affluent Customer,0,17.0,54.822505801946846,50,68063 Blue Bill Park Center,3058,VIC,Australia,9,Becoming Loyal
1.0,8,2868.16,1,1,3,113,5,silver,Female,20,1978-01-23,Retail,High Net Worth,1,18.0,44.358225221236765,40,439 Ridgeway Court,4213,QLD,Australia,9,Becoming Loyal
18.0,9,3740.7599999999993,1,1,3,113,5,silver,Male,78,1974-04-23,Financial Services,Mass Customer,0,8.0,48.11189572781801,50,4423 Bartelt Parkway,2038,NSW,Australia,12,Becoming Loyal
7.0,5,4707.549999999999,1,2,1,121,4,silver,Female,29,1998-10-02,IT,High Net Worth,0,2.0,23.667861969424614,20,86686 Novick Center,3147,VIC,Australia,11,Very Loyal
10.0,5,4235.799999999999,1,2,1,121,4,silver,Male,50,1962-06-18,Property,Mass Customer,0,13.0,59.958819347057286,60,338 Grasskamp Lane,2573,NSW,Australia,7,Very Loyal
5.0,5,4911.09,1,2,1,121,4,silver,Male,72,1957-11-15,Financial Services,High Net Worth,1,10.0,64.54755149077002,60,34694 Sugar Place,4740,QLD,Australia,5,Very Loyal
6.0,5,5190.91,1,2,1,121,4,silver,Male,68,2001-06-29,Financial Services,Mass Customer,1,1.0,20.927217055429114,20,1 Elgar Street,2010,NSW,Australia,9,Very Loyal
13.0,5,4570.38,1,2,1,121,4,silver,Male,44,1958-03-17,Financial Services,Affluent Customer,1,6.0,64.21352683591742,60,252 Mockingbird Plaza,2216,NSW,Australia,10,Very Loyal
3.0,5,4721.49,1,2,1,121,4,silver,Female,0,1992-06-27,Manufacturing,High Net Worth,0,4.0,29.932193201414318,30,4672 Morningstar Circle,2760,NSW,Australia,7,Very Loyal
0.0,5,4253.5,1,2,1,121,4,silver,Male,25,1985-08-11,Financial Services,High Net Worth,0,11.0,36.80981560296945,40,7 Anzinger Drive,2745,NSW,Australia,10,Very Loyal
1.0,5,5495.540000000001,1,2,1,121,4,silver,Male,43,1976-09-19,Health,Affluent Customer,0,11.0,45.70253756166812,50,48 Lighthouse Bay Point,2430,NSW,Australia,7,Very Loyal
9.0,5,5004.52,1,2,1,121,4,silver,Male,7,1954-07-06,Financial Services,Mass Customer,0,7.0,67.90970129535191,70,92808 Mallard Terrace,3215,VIC,Australia,4,Very Loyal
8.0,5,5070.23,1,2,1,121,4,silver,Female,64,1956-04-02,Property,Mass Customer,1,19.0,66.16839243890722,70,708 Russell Parkway,2530,NSW,Australia,7,Very Loyal
3.0,5,5329.9800000000005,1,2,1,121,4,silver,Male,73,1981-07-19,Financial Services,Affluent Customer,0,10.0,40.8728696013404,40,59265 Sullivan Junction,3031,VIC,Australia,4,Very Loyal
6.0,5,4229.41,1,2,1,121,4,silver,Male,74,1980-09-20,Manufacturing,Affluent Customer,1,16.0,41.69971751745093,40,18 Jenna Center,2650,NSW,Australia,7,Very Loyal
16.0,5,4311.990000000001,1,2,1,121,4,silver,Female,96,1978-09-02,Health,High Net Worth,0,14.0,43.75040986568532,40,1172 Mesta Center,4740,QLD,Australia,2,Very Loyal
1.0,5,4928.8,1,2,1,121,4,silver,Female,66,1966-10-31,Property,Mass Customer,0,15.0,55.589119763903625,60,4 Lillian Plaza,2283,NSW,Australia,6,Very Loyal
2.0,5,4139.25,1,2,1,121,4,silver,Female,94,1987-05-02,Financial Services,Affluent Customer,1,13.0,35.08767209557368,40,9 Barnett Street,4179,QLD,Australia,10,Very Loyal
9.0,5,1823.0,1,2,2,122,5,silver,Male,55,1963-06-17,Health,Affluent Customer,0,16.0,58.96222119651347,60,18 Buhler Court,3186,VIC,Australia,12,Becoming Loyal
6.0,5,2093.67,1,2,2,122,5,silver,Male,81,1973-12-14,Retail,Mass Customer,1,3.0,48.46782363872652,50,7 Elgar Plaza,2250,NSW,Australia,9,Becoming Loyal
17.0,5,2205.8,1,2,2,122,5,silver,Male,46,1976-03-11,Retail,Affluent Customer,0,18.0,46.228215707009916,50,8147 Dapin Hill,2280,NSW,Australia,8,Becoming Loyal
13.0,5,2490.66,1,2,2,122,5,silver,Male,55,1978-12-20,Manufacturing,Mass Customer,1,8.0,43.45197800192357,40,77 Armistice Alley,2208,NSW,Australia,10,Becoming Loyal
17.0,5,2793.05,1,2,2,122,5,silver,Female,20,1978-09-19,Health,High Net Worth,1,18.0,43.70386544656652,40,29419 Harper Circle,4209,QLD,Australia,5,Becoming Loyal
14.0,5,2014.63,1,2,2,122,5,silver,Female,6,1964-08-23,Manufacturing,Mass Customer,1,11.0,57.776707462487444,60,77410 Bluejay Street,3046,VIC,Australia,9,Becoming Loyal
11.0,5,2283.5499999999997,1,2,2,122,5,silver,Male,71,1974-05-27,Retail,Affluent Customer,1,10.0,48.018806889580404,50,6188 Anniversary Circle,4551,QLD,Australia,6,Becoming Loyal
1.0,5,2018.6,1,2,2,122,5,silver,Female,35,1994-01-24,Financial Services,High Net Worth,0,6.0,28.355158765388936,30,2379 Dorton Pass,2089,NSW,Australia,12,Becoming Loyal
8.0,5,2695.2200000000003,1,2,2,122,5,silver,Male,87,1979-04-19,Financial Services,Mass Customer,1,12.0,43.12342916108495,40,5 Prairie Rose Road,4817,QLD,Australia,2,Becoming Loyal
2.0,5,2058.7,1,2,2,122,5,silver,Male,35,1975-06-27,Health,Mass Customer,1,4.0,46.93459571481296,50,2836 Morning Drive,2304,NSW,Australia,7,Becoming Loyal
13.0,5,2714.3,1,2,2,122,5,silver,Female,55,1972-09-07,Health,High Net Worth,0,4.0,49.7354745829622,50,33 Del Mar Junction,2264,NSW,Australia,8,Becoming Loyal
2.0,5,2115.3500000000004,1,2,2,122,5,silver,Male,6,1995-03-20,Financial Services,High Net Worth,0,6.0,27.205237822453764,30,6418 Sachs Trail,2810,NSW,Australia,1,Becoming Loyal
10.0,5,2616.8,1,2,2,122,5,silver,Male,26,1977-02-16,Financial Services,High Net Worth,0,9.0,45.29185151061985,50,6691 Lindbergh Drive,2147,NSW,Australia,9,Becoming Loyal
4.0,5,2059.0,1,2,2,122,5,silver,Male,36,1974-09-30,Health,Affluent Customer,0,6.0,47.67383060669985,50,8 Talisman Avenue,2211,NSW,Australia,10,Becoming Loyal
8.0,5,2713.7200000000003,1,2,2,122,5,silver,Male,37,2001-04-04,Property,Mass Customer,0,1.0,21.162677058030127,20,7006 Miller Avenue,3444,VIC,Australia,4,Becoming Loyal
3.0,5,2762.32,1,2,2,122,5,silver,Male,83,1976-02-18,Health,High Net Worth,0,14.0,46.28844966116367,50,8 Havey Alley,2031,NSW,Australia,8,Becoming Loyal
9.0,5,2023.6899999999998,1,2,2,122,5,silver,Female,80,1988-02-01,Manufacturing,Mass Customer,0,1.0,34.334747668651836,30,96 Hermina Terrace,3024,VIC,Australia,5,Becoming Loyal
2.0,5,2095.77,1,2,2,122,5,silver,Female,23,1954-02-21,Retail,Mass Customer,1,7.0,68.27931874129536,70,0 Weeping Birch Plaza,2093,NSW,Australia,12,Becoming Loyal
12.0,5,2197.68,1,2,2,122,5,silver,Male,21,1981-08-06,Health,High Net Worth,1,9.0,40.82358727521461,40,91457 Anderson Avenue,3124,VIC,Australia,12,Becoming Loyal
10.0,5,2118.0,1,2,2,122,5,silver,Male,87,1974-06-07,Financial Services,High Net Worth,1,16.0,47.98868991250353,50,18 Towne Way,2171,NSW,Australia,9,Becoming Loyal
15.0,5,2680.1499999999996,1,2,2,122,5,silver,Male,65,1985-11-15,Manufacturing,Affluent Customer,0,15.0,36.54697653029856,40,8882 Valley Edge Junction,2145,NSW,Australia,8,Becoming Loyal
0.0,5,2690.73,1,2,2,122,5,silver,Female,98,2001-11-06,Argiculture,Mass Customer,1,1.0,20.57128914452061,20,93 Jana Junction,2213,NSW,Australia,10,Becoming Loyal
18.0,5,2785.9800000000005,1,2,2,122,5,silver,Female,35,1973-08-20,Financial Services,High Net Worth,0,18.0,48.78542085153718,50,866 Rockefeller Junction,2171,NSW,Australia,9,Becoming Loyal
5.0,5,2240.5,1,2,2,122,5,silver,Male,4,1979-04-07,Argiculture,Mass Customer,1,3.0,43.15628404516881,40,583 Jenna Pass,2567,NSW,Australia,9,Becoming Loyal
0.0,5,2464.61,1,2,2,122,5,silver,Female,50,1990-02-19,Manufacturing,Mass Customer,0,3.0,32.284055320417444,30,45 Talisman Pass,4102,QLD,Australia,4,Becoming Loyal
9.0,5,2089.87,1,2,2,122,5,silver,Male,57,1994-06-13,Financial Services,Mass Customer,0,7.0,27.971851784410546,30,79055 Moose Terrace,2176,NSW,Australia,9,Becoming Loyal
0.0,5,1924.15,1,2,2,122,5,silver,Male,9,1973-08-03,Retail,Affluent Customer,1,17.0,48.83196527065599,50,20 Debs Road,2307,NSW,Australia,4,Becoming Loyal
11.0,5,2782.8799999999997,1,2,2,122,5,silver,Female,92,1982-12-02,Health,High Net Worth,0,10.0,39.501178190839155,40,7 Hooker Place,2428,NSW,Australia,3,Becoming Loyal
1.0,5,2411.6299999999997,1,2,2,122,5,silver,Female,2,1998-10-18,Argiculture,Mass Customer,1,3.0,23.624055457312796,20,743 Stone Corner Parkway,4127,QLD,Australia,6,Becoming Loyal
10.0,5,2117.8599999999997,1,2,2,122,5,silver,Male,97,1977-12-23,Health,High Net Worth,1,10.0,44.44310033845341,40,42067 Duke Terrace,2031,NSW,Australia,10,Becoming Loyal
3.0,5,2318.8900000000003,1,2,2,122,5,silver,Female,36,1955-10-21,Health,Affluent Customer,0,18.0,66.61740918805333,70,8718 Warner Avenue,2148,NSW,Australia,8,Becoming Loyal
6.0,5,2244.83,1,2,2,122,5,silver,Female,23,1974-03-24,Health,Mass Customer,0,16.0,48.19403293802767,50,3 New Castle Terrace,3032,VIC,Australia,8,Becoming Loyal
10.0,5,2777.48,1,2,2,122,5,silver,Female,41,1994-04-25,Manufacturing,Affluent Customer,0,1.0,28.106009227752985,30,51 Leroy Place,2065,NSW,Australia,10,Becoming Loyal
18.0,5,2399.5600000000004,1,2,2,122,5,silver,Male,34,1978-05-30,IT,Mass Customer,0,14.0,44.010511031349225,40,88039 Melody Lane,3088,VIC,Australia,9,Becoming Loyal
8.0,5,2276.8999999999996,1,2,2,122,5,silver,Female,7,1957-12-19,IT,Affluent Customer,0,20.0,64.45446265253241,60,5 1st Park,2285,NSW,Australia,6,Becoming Loyal
14.0,5,1870.13,1,2,2,122,5,silver,Male,46,1987-12-23,Financial Services,Mass Customer,0,10.0,34.44426394893138,30,4623 Anniversary Terrace,2031,NSW,Australia,10,Becoming Loyal
7.0,5,2400.83,1,2,2,122,5,silver,Female,66,1968-12-28,Health,Mass Customer,0,13.0,53.4289111353897,50,1 Moose Avenue,2017,NSW,Australia,8,Becoming Loyal
11.0,5,1883.5900000000001,1,2,2,122,5,silver,Male,4,1973-04-20,Financial Services,Affluent Customer,0,11.0,49.11944550638978,50,205 Melody Circle,4207,QLD,Australia,4,Becoming Loyal
4.0,5,2736.9,1,2,2,122,5,silver,Male,78,1993-02-27,Financial Services,Affluent Customer,0,8.0,29.261405984702133,30,9 Bonner Road,2070,NSW,Australia,12,Becoming Loyal
11.0,5,1964.08,1,2,2,122,5,silver,Female,23,1954-03-26,Argiculture,Mass Customer,1,19.0,68.18896781006474,70,1508 Hooker Avenue,2000,NSW,Australia,8,Becoming Loyal
5.0,5,1939.3600000000004,1,2,2,122,5,silver,Female,53,1962-03-17,Property,Mass Customer,1,19.0,60.213444698707214,60,8 Monument Junction,2154,NSW,Australia,11,Becoming Loyal
10.0,5,1991.9300000000003,1,2,2,122,5,silver,Male,80,1989-12-10,Manufacturing,Mass Customer,1,20.0,32.47844671791363,30,00 5th Lane,2830,NSW,Australia,2,Becoming Loyal
17.0,5,2501.78,1,2,2,122,5,silver,Female,53,1995-01-17,Health,Mass Customer,1,3.0,27.37498805688705,30,84 Monument Terrace,4127,QLD,Australia,4,Becoming Loyal
16.0,5,2328.9300000000003,1,2,2,122,5,silver,Male,38,1992-04-08,Financial Services,Mass Customer,1,6.0,30.151225761973397,30,87 Twin Pines Plaza,3976,VIC,Australia,5,Becoming Loyal
10.0,5,2441.3699999999994,1,2,2,122,5,silver,Male,67,1967-03-15,Financial Services,High Net Worth,1,19.0,55.21950231796018,60,99841 Talisman Street,4224,QLD,Australia,3,Becoming Loyal
1.0,5,2770.85,1,2,2,122,5,silver,Male,11,1978-01-30,Property,Mass Customer,0,17.0,44.339059872187846,40,06419 Dayton Junction,3191,VIC,Australia,10,Becoming Loyal
12.0,5,2213.0199999999995,1,2,2,122,5,silver,Female,6,2001-09-26,Financial Services,Affluent Customer,0,1.0,20.68354333180714,20,07227 Hoard Terrace,3500,VIC,Australia,1,Becoming Loyal
11.0,5,2531.96,1,2,2,122,5,silver,Female,69,1972-06-21,Financial Services,Mass Customer,0,13.0,49.9490313295073,50,2444 Aberg Hill,2067,NSW,Australia,12,Becoming Loyal
18.0,5,2930.55,1,2,3,123,6,silver,Male,78,1979-12-07,Health,High Net Worth,1,6.0,42.48823473546362,40,9737 Vernon Junction,3152,VIC,Australia,9,Recent
2.0,5,3330.78,1,2,3,123,6,silver,Female,94,1965-07-14,Manufacturing,Affluent Customer,0,16.0,56.88688768521618,60,6 Service Parkway,4275,QLD,Australia,3,Recent
17.0,5,3082.2799999999997,1,2,3,123,6,silver,Male,79,1991-08-31,Financial Services,Affluent Customer,0,11.0,30.75630321051786,30,981 West Way,3133,VIC,Australia,10,Recent
16.0,5,3590.3700000000003,1,2,3,123,6,silver,Female,44,1955-09-25,Property,High Net Worth,1,11.0,66.68859477023504,70,0 Stephen Park,4702,QLD,Australia,2,Recent
8.0,5,3638.75,1,2,3,123,6,silver,Female,59,1976-12-26,Financial Services,High Net Worth,1,12.0,45.43422267498325,50,17 South Crossing,2770,NSW,Australia,7,Recent
16.0,5,3651.03,1,2,3,123,6,silver,Male,14,1977-12-22,Manufacturing,High Net Worth,0,18.0,44.4458382454604,40,949 Marquette Avenue,3028,VIC,Australia,7,Recent
14.0,5,3764.8300000000004,1,2,3,123,6,silver,Male,75,1977-10-13,Manufacturing,Mass Customer,0,11.0,44.637491735949595,40,64107 Little Fleur Trail,4211,QLD,Australia,3,Recent
11.0,5,3227.8900000000003,1,2,3,123,6,silver,Female,25,1985-10-21,Health,Mass Customer,0,16.0,36.61542420547327,40,05415 Basil Junction,2450,NSW,Australia,8,Recent
5.0,5,2977.19,1,2,3,123,6,silver,Female,97,1978-07-06,Financial Services,Affluent Customer,0,10.0,43.909208472090654,40,6 Melody Plaza,4215,QLD,Australia,8,Recent
5.0,5,3756.9100000000008,1,2,3,123,6,silver,Female,42,1959-12-25,Manufacturing,High Net Worth,0,12.0,62.43936309538887,60,938 Monica Park,3173,VIC,Australia,9,Recent
6.0,5,2848.5,1,2,3,123,6,silver,Female,57,1995-11-25,Property,Affluent Customer,0,6.0,26.520761070706637,30,2 Shasta Street,3977,VIC,Australia,8,Recent
7.0,5,4026.12,1,2,3,123,6,silver,Male,68,1979-01-09,Retail,Mass Customer,0,15.0,43.3972198617838,40,978 Valley Edge Park,2777,NSW,Australia,9,Recent
14.0,5,3272.7,1,2,3,123,6,silver,Female,91,1981-10-27,Manufacturing,Affluent Customer,0,14.0,40.599078900641544,40,3496 Brown Drive,2207,NSW,Australia,8,Recent
12.0,5,3692.8599999999997,1,2,3,123,6,silver,Male,67,1995-02-11,Financial Services,Affluent Customer,1,6.0,27.306540381712338,30,644 Mcbride Street,2086,NSW,Australia,11,Recent
9.0,5,3348.4700000000003,1,2,3,123,6,silver,Male,50,1978-08-13,Financial Services,Mass Customer,0,12.0,43.80516800582509,40,0 Summit Trail,2287,NSW,Australia,5,Recent
0.0,5,2817.63,1,2,3,123,6,silver,Female,75,1996-05-19,Retail,Mass Customer,1,5.0,26.03888943747666,30,243 Ridge Oak Center,2195,NSW,Australia,9,Recent
7.0,5,2950.0699999999997,1,2,3,123,6,silver,Female,22,1954-04-18,Financial Services,Mass Customer,0,16.0,68.125995948904,70,62 Steensland Road,4350,QLD,Australia,3,Recent
0.0,5,3792.7799999999997,1,2,3,123,6,silver,Female,53,1971-01-25,Telecommunications,Mass Customer,0,17.0,51.3535776240924,50,3126 Bayside Hill,4503,QLD,Australia,4,Recent
0.0,5,3265.75,1,2,3,123,6,silver,Male,54,1977-07-30,Health,High Net Worth,0,13.0,44.84283476147373,40,58516 Tony Plaza,2567,NSW,Australia,8,Recent
2.0,5,3431.6200000000003,1,2,3,123,6,silver,Male,99,1955-12-31,Retail,Mass Customer,0,20.0,66.42301779055715,70,913 Londonderry Trail,2567,NSW,Australia,8,Recent
16.0,5,4066.24,1,2,3,123,6,silver,Male,73,1975-02-26,Health,High Net Worth,0,13.0,47.26588246265857,50,8 Colorado Circle,3730,VIC,Australia,4,Recent
4.0,5,3277.7700000000004,1,2,3,123,6,silver,Male,64,1955-03-06,Health,Mass Customer,1,6.0,67.2443898926537,70,107 Moland Court,2579,NSW,Australia,5,Recent
4.0,5,2799.7000000000003,1,2,3,123,6,silver,Male,47,1959-03-23,Financial Services,Mass Customer,1,6.0,63.19776333632469,60,73 Burrows Court,3121,VIC,Australia,8,Recent
4.0,5,3152.29,1,2,3,123,6,silver,Female,28,1959-03-10,Manufacturing,Affluent Customer,1,19.0,63.23335612741554,60,3 Nevada Road,4215,QLD,Australia,3,Recent
